text_type,output_step,current_word,triplet_impacted,current_text,total_triplets,triplet_scores
monocle,137,so,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'facet of', 'Optometry | optometry'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.4399999976158142]"
monocle,138,that,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.46000000834465027, 0.5299999713897705]"
monocle,139,glasses,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.25, 0.2199999988079071]"
monocle,140,and,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'facet of', 'Optometry | optometry'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | glasses'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.12999999523162842, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.11999999731779099, 0.10999999940395355, 0.6299999952316284, 0.47999998927116394]"
monocle,141,contact,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'facet of', 'Optometry | optometry'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | glasses'), ('Capitalism | capitalist', 'facet of', 'Optometry | optometry'), ('Capitalism | capitalist', 'field of work', 'Optometry | optometry'), ('Glasses | Monocles', 'facet of', 'Optometry | optometry'), ('Glasses | Monocles', 'field of work', 'Optometry | optometry'), ('Glasses | their', 'field of work', 'Optometry | optometry'), ('Glasses | monocles', 'facet of', 'Optometry | optometry'), ('Glasses | monocles', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'field of work', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.18000000715255737, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.14000000059604645, 0.27000001072883606, 0.12999999523162842, 0.11999999731779099, 0.5600000023841858, 0.1899999976158142, 0.44999998807907104, 0.7300000190734863, 0.23999999463558197, 0.6700000166893005, 0.10999999940395355, 0.47999998927116394, 0.14000000059604645, 0.15000000596046448, 0.6899999976158142]"
monocle,142,lenses,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | their', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('--NME-- | refractive error', 'facet of', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.25999999046325684, 0.10999999940395355, 0.10999999940395355, 0.4300000071525574, 0.7599999904632568, 0.23000000417232513, 0.12999999523162842, 0.15000000596046448]"
monocle,143,can,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.49000000953674316, 0.10999999940395355, 0.41999998688697815, 0.27000001072883606, 0.14000000059604645, 0.12999999523162842]"
monocle,144,be,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can be","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Glasses | their', 'field of work', 'Optometry | optometry'), ('Glasses | monocles', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Optometry | optometry', 'is the study of', 'Refractive surgery | refractive error'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Refractive surgery | refractive error', 'facet of', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.6299999952316284, 0.1599999964237213, 0.10999999940395355, 0.3400000035762787, 0.49000000953674316, 0.10999999940395355, 0.5299999713897705, 0.41999998688697815, 0.27000001072883606, 0.3799999952316284, 0.14000000059604645, 0.12999999523162842]"
monocle,145,prescribed,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can be prescribed","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | glasses'), ('Monocle | their', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('--NME-- | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.14000000059604645, 0.17000000178813934, 0.10999999940395355, 0.4000000059604645, 0.49000000953674316, 0.10999999940395355, 0.4000000059604645, 0.41999998688697815, 0.23000000417232513, 0.27000001072883606, 0.14000000059604645, 0.12999999523162842]"
monocle,146,with,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can be prescribed with","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Refractive surgery | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive surgery | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.49000000953674316, 0.10999999940395355, 0.6100000143051147, 0.10999999940395355, 0.41999998688697815, 0.27000001072883606, 0.4000000059604645, 0.14000000059604645, 0.12999999523162842]"
monocle,147,different,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can be prescribed with different","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | their', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('--NME-- | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.15000000596046448, 0.10999999940395355, 0.30000001192092896, 0.49000000953674316, 0.10999999940395355, 0.41999998688697815, 0.4399999976158142, 0.1599999964237213, 0.27000001072883606, 0.11999999731779099, 0.14000000059604645, 0.11999999731779099, 0.12999999523162842]"
monocle,148,strengths,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses can be prescribed with different strengths","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.30000001192092896, 0.49000000953674316, 0.10999999940395355, 0.41999998688697815, 0.6499999761581421, 0.14000000059604645, 0.27000001072883606, 0.14000000059604645, 0.25999999046325684, 0.11999999731779099, 0.12999999523162842]"
